datetime,city,temperature,humidity,pressure,wind_speed,rainfall,aqi,status
2025-01-15 09:00:00,Mumbai,40,92,989,19.1,78.2,171,Sunny
2025-01-15 10:00:00,Bengaluru,23,61,986,17.2,98.0,350,Sunny
2025-01-15 11:00:00,Bengaluru,29,75,996,18.5,8.4,156,Storm
2025-01-15 12:00:00,Mumbai,39,32,989,24.2,73.3,261,Storm
2025-01-15 13:00:00,Pune,35,75,1031,21.0,8.7,340,Fog
2025-01-15 14:00:00,Hyderabad,27,80,997,17.6,15.9,190,Cloudy
2025-01-15 15:00:00,Jaipur,40,64,1025,4.9,48.1,275,Clear
2025-01-15 16:00:00,Kolkata,36,95,1028,7.8,47.7,75,Sunny
2025-01-15 17:00:00,Bengaluru,36,72,1019,14.3,116.4,292,Fog
2025-01-15 18:00:00,Kolkata,26,69,980,5.1,26.8,174,Clear
2025-01-15 19:00:00,Ahmedabad,39,94,1033,6.7,98.7,271,Fog
2025-01-15 20:00:00,Delhi,35,50,1020,23.4,119.0,226,Fog
2025-01-15 21:00:00,Jaipur,36,91,1003,21.3,58.9,111,Cloudy
2025-01-15 22:00:00,Delhi,31,58,1009,4.0,21.9,58,Cloudy
2025-01-15 23:00:00,Ahmedabad,28,79,1024,23.5,10.6,302,Clear
2025-01-16 00:00:00,Pune,31,89,996,2.7,21.9,158,Storm
2025-01-16 01:00:00,Ahmedabad,28,30,1015,6.3,10.1,53,Cloudy
2025-01-16 02:00:00,Kolkata,25,88,1019,8.1,35.5,334,Storm
2025-01-16 03:00:00,Mumbai,28,53,1031,15.0,50.9,245,Rainy
2025-01-16 04:00:00,Kolkata,32,33,996,4.9,29.6,218,Fog
2025-01-16 05:00:00,Kolkata,38,44,1010,10.8,55.8,346,Cloudy
2025-01-16 06:00:00,Bengaluru,42,65,981,18.9,107.9,75,Rainy
2025-01-16 07:00:00,Ahmedabad,28,81,1009,18.1,82.5,107,Rainy
2025-01-16 08:00:00,Bengaluru,19,63,1017,2.8,43.9,306,Fog
2025-01-16 09:00:00,Jaipur,26,44,982,11.1,99.6,135,Cloudy
2025-01-16 10:00:00,Kolkata,23,44,1030,13.8,112.7,350,Sunny
2025-01-16 11:00:00,Pune,34,60,987,1.3,57.0,308,Fog
2025-01-16 12:00:00,Jaipur,18,46,1012,19.4,104.3,184,Sunny
2025-01-16 13:00:00,Ahmedabad,19,94,1027,4.9,20.4,153,Storm
2025-01-16 14:00:00,Delhi,24,61,1010,22.6,101.0,275,Cloudy
2025-01-16 15:00:00,Kolkata,33,38,1022,12.6,66.6,73,Cloudy
2025-01-16 16:00:00,Pune,18,72,997,5.1,83.7,91,Sunny
2025-01-16 17:00:00,Bengaluru,23,65,1000,14.6,118.4,167,Clear
2025-01-16 18:00:00,Ahmedabad,23,28,1022,22.0,109.6,144,Sunny
2025-01-16 19:00:00,Kolkata,20,32,983,14.5,34.4,57,Fog
2025-01-16 20:00:00,Delhi,27,49,987,13.7,92.8,100,Storm
2025-01-16 21:00:00,Mumbai,36,89,1007,11.4,115.7,245,Clear
2025-01-16 22:00:00,Jaipur,21,48,1012,15.5,1.2,268,Storm
2025-01-16 23:00:00,Delhi,42,35,1019,10.6,54.3,297,Sunny
2025-01-17 00:00:00,Jaipur,39,93,993,14.3,88.7,200,Fog
2025-01-17 01:00:00,Bengaluru,20,48,1033,10.0,77.5,98,Fog
2025-01-17 02:00:00,Ahmedabad,24,76,985,10.1,92.4,227,Clear
2025-01-17 03:00:00,Mumbai,32,31,1032,12.6,68.3,95,Clear
2025-01-17 04:00:00,Lucknow,42,69,1022,10.3,29.6,256,Clear
2025-01-17 05:00:00,Mumbai,33,42,1020,19.6,76.0,215,Cloudy
2025-01-17 06:00:00,Kolkata,34,94,1005,1.8,47.8,266,Rainy
2025-01-17 07:00:00,Kolkata,39,85,1008,19.1,60.6,30,Sunny
2025-01-17 08:00:00,Jaipur,28,49,1000,11.7,29.3,240,Fog
2025-01-17 09:00:00,Ahmedabad,21,57,983,21.9,4.4,101,Cloudy
2025-01-17 10:00:00,Lucknow,27,38,1028,21.5,25.8,126,Sunny
2025-01-17 11:00:00,Lucknow,39,74,997,0.7,99.0,86,Sunny
2025-01-17 12:00:00,Lucknow,28,30,988,12.5,58.7,305,Clear
2025-01-17 13:00:00,Kolkata,28,27,1024,18.4,59.4,38,Clear
2025-01-17 14:00:00,Ahmedabad,19,74,989,5.1,14.3,141,Cloudy
2025-01-17 15:00:00,Pune,36,32,1005,1.4,19.1,214,Cloudy
2025-01-17 16:00:00,Ahmedabad,40,73,1030,12.2,64.0,198,Rainy
2025-01-17 17:00:00,Pune,35,43,1004,13.2,98.6,134,Storm
2025-01-17 18:00:00,Mumbai,24,39,1010,18.6,58.8,197,Clear
2025-01-17 19:00:00,Bengaluru,33,36,1033,18.1,47.7,185,Fog
2025-01-17 20:00:00,Lucknow,25,68,990,14.5,91.8,255,Clear
2025-01-17 21:00:00,Hyderabad,38,80,982,1.1,7.9,308,Clear
2025-01-17 22:00:00,Hyderabad,24,44,993,14.6,85.8,39,Cloudy
2025-01-17 23:00:00,Hyderabad,25,38,1015,21.2,0.5,312,Sunny
2025-01-18 00:00:00,Jaipur,18,91,1015,6.7,90.4,212,Cloudy
2025-01-18 01:00:00,Jaipur,37,42,980,5.0,76.9,116,Rainy
2025-01-18 02:00:00,Bengaluru,38,87,989,19.5,67.3,265,Sunny
2025-01-18 03:00:00,Chennai,19,77,1010,18.0,107.8,254,Clear
2025-01-18 04:00:00,Mumbai,25,41,985,10.4,29.0,263,Storm
2025-01-18 05:00:00,Hyderabad,42,86,1004,6.5,3.3,38,Rainy
2025-01-18 06:00:00,Delhi,28,89,1006,0.6,40.8,46,Rainy
2025-01-18 07:00:00,Delhi,28,28,989,18.8,108.7,212,Rainy
2025-01-18 08:00:00,Chennai,23,77,1007,24.0,112.4,138,Cloudy
2025-01-18 09:00:00,Hyderabad,26,25,1016,17.5,107.9,215,Rainy
2025-01-18 10:00:00,Ahmedabad,38,53,1024,18.2,38.5,234,Storm
2025-01-18 11:00:00,Kolkata,39,73,980,22.3,10.1,158,Clear
2025-01-18 12:00:00,Pune,36,52,1005,12.4,86.1,273,Cloudy
2025-01-18 13:00:00,Delhi,37,57,1009,1.0,116.4,88,Cloudy
2025-01-18 14:00:00,Mumbai,26,75,1035,10.6,82.8,220,Storm
2025-01-18 15:00:00,Ahmedabad,23,31,1020,20.4,2.3,326,Storm
2025-01-18 16:00:00,Lucknow,29,70,1001,12.1,81.4,179,Clear
2025-01-18 17:00:00,Jaipur,36,30,1033,10.5,87.0,121,Sunny
2025-01-18 18:00:00,Chennai,28,51,992,11.7,94.6,91,Cloudy
2025-01-18 19:00:00,Lucknow,35,49,996,18.9,24.1,224,Rainy
2025-01-18 20:00:00,Chennai,35,60,1014,9.9,35.3,253,Rainy
2025-01-18 21:00:00,Chennai,20,32,1031,1.1,112.0,327,Sunny
2025-01-18 22:00:00,Hyderabad,41,41,1017,19.9,84.9,254,Storm
2025-01-18 23:00:00,Ahmedabad,27,52,992,20.5,79.8,247,Cloudy
2025-01-19 00:00:00,Mumbai,39,28,1018,22.6,15.5,169,Sunny
2025-01-19 01:00:00,Jaipur,19,39,1027,16.1,98.5,278,Cloudy
2025-01-19 02:00:00,Bengaluru,39,51,990,13.0,63.6,295,Cloudy
2025-01-19 03:00:00,Chennai,29,77,1028,11.0,27.1,324,Sunny
2025-01-19 04:00:00,Hyderabad,22,33,1023,8.2,114.9,185,Storm
2025-01-19 05:00:00,Ahmedabad,24,40,1000,6.9,96.0,308,Cloudy
2025-01-19 06:00:00,Jaipur,27,25,983,18.8,29.6,190,Rainy
2025-01-19 07:00:00,Bengaluru,35,43,1014,2.6,55.1,267,Clear
2025-01-19 08:00:00,Ahmedabad,23,42,1002,0.6,56.3,141,Rainy
2025-01-19 09:00:00,Delhi,30,65,1007,7.5,58.1,40,Rainy
2025-01-19 10:00:00,Lucknow,36,48,988,23.9,26.4,168,Sunny
2025-01-19 11:00:00,Kolkata,22,81,1017,4.4,53.2,43,Rainy
2025-01-19 12:00:00,Ahmedabad,20,49,990,11.2,12.3,158,Sunny
2025-01-19 13:00:00,Delhi,41,58,1008,24.8,116.0,193,Clear
2025-01-19 14:00:00,Bengaluru,37,55,1014,11.1,17.7,249,Sunny
2025-01-19 15:00:00,Bengaluru,24,93,982,6.9,26.5,115,Fog
2025-01-19 16:00:00,Ahmedabad,23,29,1005,1.2,7.6,69,Fog
2025-01-19 17:00:00,Bengaluru,34,58,991,5.2,75.9,326,Storm
2025-01-19 18:00:00,Pune,29,64,991,19.2,84.0,303,Storm
2025-01-19 19:00:00,Hyderabad,31,69,1029,21.5,88.4,43,Fog
2025-01-19 20:00:00,Chennai,42,90,1016,6.7,111.5,120,Sunny
2025-01-19 21:00:00,Hyderabad,26,89,984,11.0,40.0,192,Storm
2025-01-19 22:00:00,Hyderabad,25,36,988,11.4,113.7,84,Clear
2025-01-19 23:00:00,Mumbai,24,53,1004,3.1,62.7,164,Storm
2025-01-20 00:00:00,Lucknow,41,77,1035,8.9,31.5,251,Cloudy
2025-01-20 01:00:00,Pune,19,74,1012,15.6,93.6,151,Clear
2025-01-20 02:00:00,Chennai,40,66,1008,10.0,41.8,325,Cloudy
2025-01-20 03:00:00,Delhi,37,94,1008,20.9,111.0,91,Rainy
2025-01-20 04:00:00,Mumbai,34,95,1020,9.8,97.4,280,Sunny
2025-01-20 05:00:00,Chennai,38,44,1000,10.7,54.4,313,Sunny
2025-01-20 06:00:00,Delhi,24,79,983,24.4,42.6,31,Cloudy
2025-01-20 07:00:00,Ahmedabad,40,70,992,6.8,21.3,285,Cloudy
2025-01-20 08:00:00,Hyderabad,38,61,1021,16.6,105.7,85,Cloudy
2025-01-20 09:00:00,Chennai,24,72,1032,12.2,20.7,341,Storm
2025-01-20 10:00:00,Kolkata,42,83,1028,22.7,24.5,255,Cloudy
2025-01-20 11:00:00,Kolkata,34,87,1013,16.1,47.7,346,Rainy
2025-01-20 12:00:00,Ahmedabad,41,74,987,16.7,59.1,337,Storm
2025-01-20 13:00:00,Hyderabad,36,38,997,6.9,105.2,99,Rainy
2025-01-20 14:00:00,Mumbai,36,32,1006,16.7,25.2,254,Rainy
2025-01-20 15:00:00,Bengaluru,21,42,1034,24.9,39.9,288,Storm
2025-01-20 16:00:00,Delhi,40,79,992,4.7,70.2,49,Storm
2025-01-20 17:00:00,Jaipur,27,46,997,16.9,30.8,56,Storm
2025-01-20 18:00:00,Bengaluru,21,32,1017,22.6,88.8,144,Rainy
2025-01-20 19:00:00,Hyderabad,29,40,981,17.0,108.6,59,Storm
2025-01-20 20:00:00,Mumbai,33,69,998,3.4,44.8,33,Fog
2025-01-20 21:00:00,Bengaluru,25,34,980,1.4,71.1,129,Clear
2025-01-20 22:00:00,Jaipur,37,77,1010,16.2,94.9,110,Rainy
2025-01-20 23:00:00,Delhi,19,74,1007,22.3,101.1,251,Cloudy
2025-01-21 00:00:00,Pune,25,73,994,12.6,80.5,153,Rainy
2025-01-21 01:00:00,Jaipur,26,72,1004,16.9,69.0,338,Fog
2025-01-21 02:00:00,Mumbai,39,47,1007,6.7,39.1,265,Fog
2025-01-21 03:00:00,Pune,22,63,1022,13.7,102.6,51,Clear
2025-01-21 04:00:00,Bengaluru,42,91,980,4.0,52.8,164,Clear
2025-01-21 05:00:00,Chennai,27,72,996,2.9,63.4,170,Storm
2025-01-21 06:00:00,Chennai,35,65,1032,11.8,29.6,194,Sunny
2025-01-21 07:00:00,Kolkata,31,50,1008,1.0,49.7,160,Rainy
2025-01-21 08:00:00,Jaipur,41,47,989,23.6,111.5,208,Rainy
2025-01-21 09:00:00,Delhi,36,65,987,7.2,28.0,117,Storm
2025-01-21 10:00:00,Jaipur,33,78,988,11.1,93.1,336,Clear
2025-01-21 11:00:00,Pune,22,74,1020,18.9,21.0,294,Sunny
2025-01-21 12:00:00,Pune,37,90,988,18.3,13.0,66,Rainy
2025-01-21 13:00:00,Pune,37,27,1027,18.2,25.2,46,Rainy
2025-01-21 14:00:00,Lucknow,26,73,1019,24.6,73.8,327,Clear
2025-01-21 15:00:00,Lucknow,41,54,1015,21.9,14.9,118,Storm
2025-01-21 16:00:00,Pune,28,56,1015,15.0,11.7,325,Storm
2025-01-21 17:00:00,Ahmedabad,40,52,1007,9.5,108.7,232,Rainy
2025-01-21 18:00:00,Pune,32,50,982,19.4,58.9,215,Rainy
2025-01-21 19:00:00,Pune,20,27,982,18.0,26.8,274,Storm
2025-01-21 20:00:00,Jaipur,25,74,1015,18.4,34.2,46,Rainy
2025-01-21 21:00:00,Delhi,26,51,983,16.1,24.4,194,Storm
2025-01-21 22:00:00,Chennai,35,52,1006,2.1,95.4,110,Cloudy
2025-01-21 23:00:00,Chennai,40,91,993,3.0,87.6,323,Clear
2025-01-22 00:00:00,Hyderabad,28,29,1034,5.0,9.0,328,Cloudy
2025-01-22 01:00:00,Jaipur,36,44,1031,17.8,13.4,220,Storm
2025-01-22 02:00:00,Hyderabad,40,65,986,24.1,5.9,177,Sunny
2025-01-22 03:00:00,Pune,30,68,1025,17.3,103.0,108,Storm
2025-01-22 04:00:00,Bengaluru,34,31,1035,22.1,30.8,173,Rainy
2025-01-22 05:00:00,Ahmedabad,35,25,982,10.7,83.6,252,Clear
2025-01-22 06:00:00,Mumbai,23,84,997,10.3,97.0,262,Sunny
2025-01-22 07:00:00,Delhi,22,49,1003,11.3,115.7,338,Fog
2025-01-22 08:00:00,Jaipur,38,57,1000,8.7,16.5,73,Fog
2025-01-22 09:00:00,Kolkata,30,83,981,2.4,12.3,194,Sunny
2025-01-22 10:00:00,Lucknow,30,58,982,10.5,9.9,87,Cloudy
2025-01-22 11:00:00,Delhi,42,37,981,16.0,63.8,95,Cloudy
2025-01-22 12:00:00,Kolkata,38,63,1016,8.5,16.9,313,Rainy
2025-01-22 13:00:00,Lucknow,28,90,1002,24.2,112.8,67,Sunny
2025-01-22 14:00:00,Hyderabad,35,52,991,3.0,91.6,307,Rainy
2025-01-22 15:00:00,Pune,18,93,1033,18.3,61.1,231,Cloudy
2025-01-22 16:00:00,Delhi,39,35,980,16.7,23.0,210,Sunny
2025-01-22 17:00:00,Bengaluru,32,95,984,24.2,106.3,293,Fog
2025-01-22 18:00:00,Pune,32,95,1032,11.4,114.3,186,Rainy
2025-01-22 19:00:00,Mumbai,39,79,999,16.1,106.6,88,Rainy
2025-01-22 20:00:00,Hyderabad,25,72,1015,6.9,111.9,217,Fog
2025-01-22 21:00:00,Lucknow,21,61,997,23.0,20.1,331,Storm
2025-01-22 22:00:00,Hyderabad,38,82,1012,17.1,0.9,117,Clear
2025-01-22 23:00:00,Delhi,18,58,1031,2.5,103.7,33,Clear
2025-01-23 00:00:00,Pune,21,74,987,22.7,65.6,97,Fog
2025-01-23 01:00:00,Mumbai,27,92,1004,21.4,18.8,30,Rainy
2025-01-23 02:00:00,Pune,37,28,1000,9.0,12.9,229,Sunny
2025-01-23 03:00:00,Kolkata,28,60,992,17.0,1.8,250,Clear
2025-01-23 04:00:00,Chennai,24,27,1025,6.7,31.1,341,Fog
2025-01-23 05:00:00,Chennai,18,57,1007,1.2,12.8,108,Sunny
2025-01-23 06:00:00,Jaipur,20,32,1001,22.0,92.1,87,Rainy
2025-01-23 07:00:00,Ahmedabad,31,37,1018,18.7,66.0,123,Fog
2025-01-23 08:00:00,Hyderabad,38,67,1020,8.0,75.4,75,Cloudy
2025-01-23 09:00:00,Bengaluru,19,50,983,11.3,29.0,169,Cloudy
2025-01-23 10:00:00,Mumbai,20,51,1021,13.2,4.1,93,Rainy
2025-01-23 11:00:00,Mumbai,25,81,993,24.4,0.2,92,Rainy
2025-01-23 12:00:00,Delhi,25,75,1032,24.6,16.9,267,Fog
2025-01-23 13:00:00,Chennai,31,92,1024,3.1,7.2,41,Rainy
2025-01-23 14:00:00,Mumbai,20,74,1033,0.7,1.7,136,Fog
2025-01-23 15:00:00,Chennai,21,41,1024,12.1,2.7,182,Clear
2025-01-23 16:00:00,Bengaluru,32,38,1024,19.5,27.4,111,Storm
2025-01-23 17:00:00,Mumbai,29,83,1026,22.5,24.4,224,Sunny
2025-01-23 18:00:00,Bengaluru,18,58,1006,8.1,94.2,189,Rainy
2025-01-23 19:00:00,Lucknow,23,88,998,21.2,45.7,227,Rainy
2025-01-23 20:00:00,Lucknow,39,66,1032,13.4,117.5,196,Clear
2025-01-23 21:00:00,Pune,20,30,1022,19.2,17.9,243,Sunny
2025-01-23 22:00:00,Pune,29,38,992,18.8,93.8,160,Clear
2025-01-23 23:00:00,Mumbai,27,65,995,18.7,14.7,305,Rainy
2025-01-24 00:00:00,Delhi,31,43,984,4.8,97.1,107,Storm
2025-01-24 01:00:00,Bengaluru,38,80,1034,17.2,83.4,159,Clear
2025-01-24 02:00:00,Jaipur,21,88,1032,6.8,90.3,124,Rainy
2025-01-24 03:00:00,Ahmedabad,27,80,1027,23.4,89.0,89,Sunny
2025-01-24 04:00:00,Delhi,32,26,983,24.1,108.2,150,Cloudy
2025-01-24 05:00:00,Bengaluru,37,66,1024,2.9,46.5,325,Cloudy
2025-01-24 06:00:00,Kolkata,38,86,1018,23.7,2.4,71,Cloudy
2025-01-24 07:00:00,Chennai,29,30,993,24.5,48.8,92,Cloudy
2025-01-24 08:00:00,Chennai,19,30,985,8.6,57.1,345,Rainy
2025-01-24 09:00:00,Hyderabad,25,84,1010,7.0,60.9,231,Rainy
2025-01-24 10:00:00,Bengaluru,24,75,1001,5.6,104.3,94,Clear
2025-01-24 11:00:00,Kolkata,37,33,1009,7.2,21.2,216,Rainy
2025-01-24 12:00:00,Pune,41,60,992,0.9,56.3,86,Sunny
2025-01-24 13:00:00,Delhi,31,91,1002,16.7,46.9,153,Fog
2025-01-24 14:00:00,Mumbai,23,41,996,23.7,21.9,93,Clear
2025-01-24 15:00:00,Pune,38,55,992,4.7,39.2,188,Storm
2025-01-24 16:00:00,Jaipur,39,73,1007,2.2,5.1,48,Clear
2025-01-24 17:00:00,Chennai,37,34,988,6.9,39.2,60,Storm
2025-01-24 18:00:00,Pune,18,34,981,16.0,33.2,55,Fog
2025-01-24 19:00:00,Ahmedabad,42,65,1014,21.2,47.7,244,Storm
2025-01-24 20:00:00,Pune,27,85,993,17.2,23.6,101,Clear
2025-01-24 21:00:00,Jaipur,19,80,1014,13.0,29.1,269,Cloudy
2025-01-24 22:00:00,Jaipur,21,79,982,19.1,103.2,263,Rainy
2025-01-24 23:00:00,Ahmedabad,23,40,1030,15.1,61.1,225,Rainy
2025-01-25 00:00:00,Pune,34,70,985,9.0,18.2,150,Sunny
2025-01-25 01:00:00,Mumbai,34,87,1007,6.7,93.5,163,Storm
2025-01-25 02:00:00,Chennai,23,74,1001,9.4,53.8,185,Clear
2025-01-25 03:00:00,Chennai,33,55,980,13.3,74.2,178,Rainy
2025-01-25 04:00:00,Delhi,30,56,1034,16.2,3.5,147,Cloudy
2025-01-25 05:00:00,Hyderabad,25,79,980,20.2,97.5,220,Storm
2025-01-25 06:00:00,Ahmedabad,30,29,1022,21.5,7.4,296,Fog
2025-01-25 07:00:00,Mumbai,32,41,1031,13.1,2.3,100,Sunny
2025-01-25 08:00:00,Lucknow,23,32,1001,14.5,29.1,144,Storm
2025-01-25 09:00:00,Chennai,33,25,985,2.4,59.1,254,Clear
2025-01-25 10:00:00,Pune,28,75,983,16.1,92.0,144,Storm
2025-01-25 11:00:00,Bengaluru,27,60,1030,17.8,63.4,81,Clear
2025-01-25 12:00:00,Mumbai,34,38,1023,19.8,49.8,90,Sunny
2025-01-25 13:00:00,Hyderabad,41,34,1014,19.0,13.4,331,Storm
2025-01-25 14:00:00,Lucknow,23,46,987,9.2,93.4,261,Fog
2025-01-25 15:00:00,Delhi,28,91,1005,19.5,82.3,189,Rainy
2025-01-25 16:00:00,Kolkata,30,90,1005,21.2,67.5,166,Fog
2025-01-25 17:00:00,Mumbai,24,25,1009,6.8,44.3,238,Sunny
2025-01-25 18:00:00,Jaipur,40,77,989,14.6,84.4,72,Clear
2025-01-25 19:00:00,Delhi,41,75,1002,12.7,46.6,276,Rainy
2025-01-25 20:00:00,Hyderabad,20,74,1027,1.9,105.9,291,Fog
2025-01-25 21:00:00,Bengaluru,40,41,1032,3.6,72.6,151,Cloudy
2025-01-25 22:00:00,Bengaluru,20,62,1006,2.2,4.1,323,Clear
2025-01-25 23:00:00,Jaipur,34,51,1034,17.2,101.2,316,Storm
2025-01-26 00:00:00,Ahmedabad,30,82,1033,23.9,34.8,267,Storm
2025-01-26 01:00:00,Kolkata,21,66,988,18.6,111.1,88,Cloudy
2025-01-26 02:00:00,Chennai,38,85,994,5.7,37.5,133,Sunny
2025-01-26 03:00:00,Pune,24,25,999,11.7,14.0,241,Fog
2025-01-26 04:00:00,Bengaluru,34,83,1017,6.7,102.1,310,Sunny
2025-01-26 05:00:00,Lucknow,40,33,1008,0.9,30.0,286,Fog
2025-01-26 06:00:00,Mumbai,32,71,999,9.5,85.0,111,Rainy
2025-01-26 07:00:00,Chennai,39,34,990,15.9,23.7,201,Cloudy
2025-01-26 08:00:00,Hyderabad,34,64,993,12.7,33.3,135,Rainy
2025-01-26 09:00:00,Mumbai,24,36,1029,6.2,70.3,148,Storm
2025-01-26 10:00:00,Mumbai,25,26,1027,10.8,92.2,265,Clear
2025-01-26 11:00:00,Pune,41,88,986,10.6,54.8,252,Clear
2025-01-26 12:00:00,Delhi,26,95,1034,11.2,71.4,48,Fog
2025-01-26 13:00:00,Bengaluru,34,47,990,18.2,28.8,314,Storm
2025-01-26 14:00:00,Jaipur,40,91,1026,6.3,17.3,85,Storm
2025-01-26 15:00:00,Chennai,35,37,1007,13.9,88.0,157,Rainy
2025-01-26 16:00:00,Lucknow,18,82,1031,16.8,107.9,345,Cloudy
2025-01-26 17:00:00,Lucknow,42,80,989,11.4,22.7,230,Cloudy
2025-01-26 18:00:00,Ahmedabad,40,93,1003,3.1,93.1,199,Sunny
2025-01-26 19:00:00,Ahmedabad,37,54,998,10.0,45.4,94,Sunny
2025-01-26 20:00:00,Mumbai,20,64,998,20.8,87.3,317,Sunny
2025-01-26 21:00:00,Chennai,32,32,1006,13.6,94.9,222,Clear
2025-01-26 22:00:00,Bengaluru,37,34,996,18.3,84.8,194,Clear
2025-01-26 23:00:00,Pune,35,67,986,22.3,31.0,166,Rainy
2025-01-27 00:00:00,Kolkata,19,50,1022,3.0,61.0,295,Clear
2025-01-27 01:00:00,Mumbai,19,35,1027,4.9,74.4,194,Clear
2025-01-27 02:00:00,Ahmedabad,42,57,1031,20.2,80.9,148,Clear
2025-01-27 03:00:00,Chennai,41,75,1017,17.5,53.0,71,Cloudy
2025-01-27 04:00:00,Mumbai,28,54,980,4.6,14.6,222,Clear
2025-01-27 05:00:00,Hyderabad,30,87,1019,10.4,115.4,160,Rainy
2025-01-27 06:00:00,Jaipur,19,50,983,15.1,114.3,94,Sunny
2025-01-27 07:00:00,Ahmedabad,19,87,999,6.9,88.7,192,Cloudy
2025-01-27 08:00:00,Mumbai,29,59,992,13.9,86.1,275,Clear
2025-01-27 09:00:00,Delhi,21,87,1002,13.3,42.5,343,Sunny
2025-01-27 10:00:00,Pune,29,68,983,8.2,114.0,172,Sunny
2025-01-27 11:00:00,Mumbai,33,65,1015,8.0,106.3,326,Storm
2025-01-27 12:00:00,Chennai,30,62,1008,19.1,60.9,76,Clear
2025-01-27 13:00:00,Bengaluru,39,86,1011,20.4,53.2,107,Cloudy
2025-01-27 14:00:00,Jaipur,37,86,1021,22.9,59.3,238,Rainy
2025-01-27 15:00:00,Hyderabad,21,57,1029,18.5,100.1,274,Rainy
2025-01-27 16:00:00,Delhi,35,26,1022,15.6,6.7,277,Cloudy
2025-01-27 17:00:00,Ahmedabad,29,51,1035,5.6,20.5,84,Rainy
2025-01-27 18:00:00,Mumbai,31,43,989,0.6,28.1,135,Rainy
2025-01-27 19:00:00,Delhi,30,57,981,18.5,109.3,174,Cloudy
2025-01-27 20:00:00,Bengaluru,40,30,1016,15.8,55.6,324,Sunny
2025-01-27 21:00:00,Ahmedabad,19,92,1019,15.1,42.2,133,Rainy
2025-01-27 22:00:00,Lucknow,25,54,1009,19.7,74.9,145,Fog
2025-01-27 23:00:00,Pune,19,55,1023,10.1,79.1,223,Fog
2025-01-28 00:00:00,Kolkata,22,26,991,6.2,13.4,46,Fog
2025-01-28 01:00:00,Ahmedabad,36,86,1002,6.2,25.5,258,Sunny
2025-01-28 02:00:00,Jaipur,30,82,1018,16.1,83.3,334,Fog
2025-01-28 03:00:00,Hyderabad,41,70,1031,21.0,26.3,98,Rainy
2025-01-28 04:00:00,Bengaluru,19,54,1029,20.1,56.1,94,Fog
2025-01-28 05:00:00,Hyderabad,26,87,1017,21.0,27.6,222,Sunny
2025-01-28 06:00:00,Bengaluru,23,64,991,4.0,23.6,91,Fog
2025-01-28 07:00:00,Pune,28,65,998,15.6,68.7,196,Rainy
2025-01-28 08:00:00,Chennai,24,48,987,0.7,119.6,291,Fog
2025-01-28 09:00:00,Kolkata,36,41,1008,12.9,35.3,100,Sunny
2025-01-28 10:00:00,Kolkata,19,76,1026,10.5,90.2,286,Sunny
2025-01-28 11:00:00,Hyderabad,23,47,1000,24.8,40.6,234,Rainy
2025-01-28 12:00:00,Mumbai,26,45,1024,4.0,13.0,57,Sunny
2025-01-28 13:00:00,Bengaluru,19,49,994,20.5,117.3,268,Rainy
2025-01-28 14:00:00,Mumbai,24,84,1022,12.3,14.4,183,Sunny
2025-01-28 15:00:00,Hyderabad,35,64,999,1.0,49.4,211,Fog
2025-01-28 16:00:00,Ahmedabad,21,81,1013,14.1,69.5,121,Storm
2025-01-28 17:00:00,Ahmedabad,34,42,996,20.3,75.6,276,Fog
2025-01-28 18:00:00,Bengaluru,19,86,1002,22.7,42.6,126,Storm
2025-01-28 19:00:00,Chennai,25,95,1026,16.3,26.3,260,Clear
2025-01-28 20:00:00,Lucknow,31,37,1009,4.9,109.7,174,Clear
2025-01-28 21:00:00,Pune,41,82,999,21.9,55.7,257,Fog
2025-01-28 22:00:00,Kolkata,22,71,980,23.7,95.3,36,Sunny
2025-01-28 23:00:00,Lucknow,35,50,1008,20.7,78.7,49,Sunny
2025-01-29 00:00:00,Ahmedabad,19,83,997,21.1,17.7,347,Storm
2025-01-29 01:00:00,Lucknow,21,68,994,13.4,28.3,265,Cloudy
2025-01-29 02:00:00,Chennai,31,54,1007,19.0,40.2,223,Rainy
2025-01-29 03:00:00,Mumbai,40,75,1028,8.1,97.5,265,Cloudy
2025-01-29 04:00:00,Ahmedabad,34,79,1010,24.4,58.5,301,Clear
2025-01-29 05:00:00,Pune,24,38,1013,16.1,113.7,184,Cloudy
2025-01-29 06:00:00,Bengaluru,42,84,1030,16.8,114.7,58,Sunny
2025-01-29 07:00:00,Delhi,40,84,1024,19.2,4.3,305,Rainy
2025-01-29 08:00:00,Ahmedabad,33,50,1016,13.9,75.6,304,Rainy
2025-01-29 09:00:00,Kolkata,25,95,1015,9.3,118.8,318,Sunny
2025-01-29 10:00:00,Jaipur,38,62,991,3.2,112.4,223,Cloudy
2025-01-29 11:00:00,Delhi,42,35,1011,24.1,16.3,310,Fog
2025-01-29 12:00:00,Delhi,24,85,989,9.4,77.0,293,Storm
2025-01-29 13:00:00,Ahmedabad,31,77,1024,18.1,2.7,119,Rainy
2025-01-29 14:00:00,Ahmedabad,27,39,1035,14.9,112.1,117,Cloudy
2025-01-29 15:00:00,Pune,18,54,1019,5.1,44.9,190,Storm
2025-01-29 16:00:00,Pune,23,83,987,2.9,13.6,252,Fog
2025-01-29 17:00:00,Pune,34,95,1017,8.2,55.2,227,Sunny
2025-01-29 18:00:00,Chennai,34,79,1028,19.4,28.4,135,Rainy
