datetime,container_id,fruit,origin_city,destination_market,temperature,humidity,pressure,wind_speed,rainfall,aqi,weather_status,spoilage_rate,shelf_life_days,risk_level,estimated_loss,arbitrage_savings,recommendation
2025-01-20 19:00:00,C189,Orange,Ahmedabad,Bengaluru,39,78,1010,10.5,23.4,271,Sunny,12,6,Medium,45733,19940,Monitor Shipment
2025-01-20 20:00:00,C108,Banana,Bengaluru,Chennai,36,45,986,14.9,43.4,153,Storm,30,1,High,95557,70624,Redirect to Nearby Market
2025-01-20 21:00:00,C084,Banana,Hyderabad,Bengaluru,25,79,1034,7.3,37.8,207,Fog,24,2,High,94104,42946,Redirect to Nearby Market
2025-01-20 22:00:00,C280,Apple,Ahmedabad,Hyderabad,28,33,997,21.0,50.0,265,Sunny,10,7,Low,11271,1886,Continue Route
2025-01-20 23:00:00,C086,Avocado,Delhi,Mumbai,38,48,1030,16.9,78.5,34,Clear,29,1,High,145243,74848,Redirect to Nearby Market
2025-01-21 00:00:00,C128,Mango,Bengaluru,Hyderabad,26,39,980,4.3,34.3,334,Cloudy,12,6,Medium,31260,16434,Monitor Shipment
2025-01-21 01:00:00,C133,Mango,Bengaluru,Pune,18,47,1017,18.5,55.2,71,Sunny,23,3,High,100457,79086,Redirect to Nearby Market
2025-01-21 02:00:00,C196,Orange,Bengaluru,Delhi,33,32,1035,10.1,97.4,203,Sunny,13,6,Medium,27139,7444,Monitor Shipment
2025-01-21 03:00:00,C042,Avocado,Kolkata,Pune,40,37,1014,2.6,67.1,306,Fog,17,5,Medium,23196,12570,Monitor Shipment
2025-01-21 04:00:00,C173,Apple,Bengaluru,Pune,36,84,1006,11.3,75.7,100,Sunny,5,9,Low,12658,1387,Continue Route
2025-01-21 05:00:00,C049,Mango,Bengaluru,Pune,31,46,1029,5.4,38.1,311,Clear,30,1,High,68801,21562,Redirect to Nearby Market
2025-01-21 06:00:00,C114,Mango,Mumbai,Pune,22,81,1025,18.5,19.7,71,Fog,35,1,High,138679,24007,Redirect to Nearby Market
2025-01-21 07:00:00,C216,Apple,Delhi,Bengaluru,20,60,993,20.4,13.5,197,Clear,23,3,High,70537,57666,Redirect to Nearby Market
2025-01-21 08:00:00,C132,Apple,Kolkata,Chennai,31,68,1035,7.6,94.9,214,Rainy,12,6,Medium,41083,8153,Monitor Shipment
2025-01-21 09:00:00,C008,Mango,Pune,Pune,26,47,1018,9.8,98.1,207,Cloudy,25,2,High,148050,52494,Redirect to Nearby Market
2025-01-21 10:00:00,C156,Apple,Delhi,Bengaluru,36,26,1007,23.3,98.9,198,Storm,33,1,High,65066,77342,Redirect to Nearby Market
2025-01-21 11:00:00,C126,Avocado,Ahmedabad,Mumbai,31,25,1030,7.4,15.4,330,Clear,10,7,Low,6006,2586,Continue Route
2025-01-21 12:00:00,C080,Mango,Bengaluru,Pune,21,81,1017,23.9,111.9,296,Fog,28,1,High,141054,30835,Redirect to Nearby Market
2025-01-21 13:00:00,C219,Avocado,Jaipur,Hyderabad,19,86,1006,24.2,115.0,189,Storm,35,1,High,84428,22698,Redirect to Nearby Market
2025-01-21 14:00:00,C228,Mango,Kolkata,Mumbai,24,95,996,0.8,50.0,287,Clear,28,1,High,120379,60145,Redirect to Nearby Market
2025-01-21 15:00:00,C071,Banana,Lucknow,Chennai,29,83,1023,6.1,119.3,206,Sunny,5,9,Low,5370,2540,Continue Route
2025-01-21 16:00:00,C021,Apple,Chennai,Bengaluru,40,80,982,15.8,76.6,136,Sunny,27,1,High,75741,54030,Redirect to Nearby Market
2025-01-21 17:00:00,C019,Apple,Jaipur,Pune,20,34,992,10.4,74.5,65,Rainy,16,5,Medium,46936,14857,Monitor Shipment
2025-01-21 18:00:00,C295,Banana,Mumbai,Mumbai,35,85,987,2.1,80.4,343,Cloudy,14,6,Medium,35148,14462,Monitor Shipment
2025-01-21 19:00:00,C145,Avocado,Kolkata,Mumbai,40,36,1030,15.3,72.4,202,Clear,31,1,High,105860,35898,Redirect to Nearby Market
2025-01-21 20:00:00,C268,Orange,Chennai,Delhi,20,84,1004,5.6,92.5,229,Clear,32,1,High,56730,51710,Redirect to Nearby Market
2025-01-21 21:00:00,C021,Apple,Pune,Hyderabad,30,86,991,23.5,61.3,246,Cloudy,16,5,Medium,20155,13279,Monitor Shipment
2025-01-21 22:00:00,C289,Orange,Delhi,Chennai,33,47,1005,4.0,39.4,289,Cloudy,16,5,Medium,36782,15135,Monitor Shipment
2025-01-21 23:00:00,C071,Orange,Mumbai,Delhi,20,76,1009,17.7,100.6,334,Storm,25,2,High,74411,52918,Redirect to Nearby Market
2025-01-22 00:00:00,C199,Orange,Jaipur,Hyderabad,18,86,982,14.8,14.5,91,Sunny,24,2,High,142747,50319,Redirect to Nearby Market
2025-01-22 01:00:00,C164,Apple,Mumbai,Delhi,33,27,1014,6.5,109.3,228,Clear,22,3,High,52783,32491,Redirect to Nearby Market
2025-01-22 02:00:00,C195,Apple,Chennai,Chennai,41,29,1001,10.9,22.9,188,Fog,24,2,High,128788,68494,Redirect to Nearby Market
2025-01-22 03:00:00,C150,Banana,Jaipur,Pune,20,83,1000,21.8,72.5,199,Rainy,33,1,High,81982,56901,Redirect to Nearby Market
2025-01-22 04:00:00,C296,Apple,Jaipur,Delhi,42,77,989,14.7,60.9,42,Rainy,33,1,High,103304,62642,Redirect to Nearby Market
2025-01-22 05:00:00,C203,Apple,Chennai,Hyderabad,39,89,1033,22.5,107.8,39,Sunny,12,6,Medium,15238,6408,Monitor Shipment
2025-01-22 06:00:00,C297,Orange,Lucknow,Bengaluru,30,53,992,14.3,38.4,77,Storm,32,1,High,74795,72366,Redirect to Nearby Market
2025-01-22 07:00:00,C184,Mango,Hyderabad,Hyderabad,29,26,1025,13.3,51.2,251,Storm,14,6,Medium,24046,16864,Monitor Shipment
2025-01-22 08:00:00,C277,Orange,Lucknow,Chennai,19,81,1025,14.1,85.2,91,Storm,22,3,High,113926,50504,Redirect to Nearby Market
2025-01-22 09:00:00,C108,Avocado,Ahmedabad,Chennai,40,67,981,12.5,71.8,256,Storm,28,1,High,51127,69036,Redirect to Nearby Market
2025-01-22 10:00:00,C048,Apple,Pune,Hyderabad,28,58,1005,13.9,1.0,327,Sunny,25,2,High,130561,20121,Redirect to Nearby Market
2025-01-22 11:00:00,C068,Avocado,Lucknow,Bengaluru,40,70,999,14.9,28.0,64,Cloudy,30,1,High,100769,74251,Redirect to Nearby Market
2025-01-22 12:00:00,C249,Mango,Delhi,Hyderabad,20,69,984,1.2,92.4,260,Rainy,31,1,High,118190,73467,Redirect to Nearby Market
2025-01-22 13:00:00,C123,Banana,Kolkata,Bengaluru,19,83,1024,24.2,118.7,74,Fog,29,1,High,123830,33094,Redirect to Nearby Market
2025-01-22 14:00:00,C003,Banana,Bengaluru,Bengaluru,30,61,982,24.8,102.7,197,Rainy,28,1,High,108495,33593,Redirect to Nearby Market
2025-01-22 15:00:00,C067,Apple,Ahmedabad,Chennai,35,48,1035,7.5,8.8,183,Fog,19,4,Medium,33722,7334,Monitor Shipment
2025-01-22 16:00:00,C136,Orange,Kolkata,Chennai,21,76,1010,6.2,117.3,311,Cloudy,27,1,High,65917,76584,Redirect to Nearby Market
2025-01-22 17:00:00,C283,Banana,Delhi,Delhi,18,51,1028,1.1,15.4,61,Fog,20,4,Medium,48731,14066,Monitor Shipment
2025-01-22 18:00:00,C273,Avocado,Delhi,Hyderabad,29,68,999,12.4,99.2,36,Clear,17,5,Medium,22716,10939,Monitor Shipment
2025-01-22 19:00:00,C021,Avocado,Kolkata,Mumbai,29,37,1017,18.6,20.5,282,Fog,10,7,Low,9448,1308,Continue Route
2025-01-22 20:00:00,C131,Banana,Ahmedabad,Bengaluru,30,42,994,23.4,104.1,303,Rainy,5,9,Low,10510,2429,Continue Route
2025-01-22 21:00:00,C062,Apple,Kolkata,Bengaluru,22,31,997,4.7,42.6,41,Storm,21,3,High,105430,41103,Redirect to Nearby Market
2025-01-22 22:00:00,C145,Mango,Kolkata,Bengaluru,34,49,1022,15.7,30.9,191,Cloudy,29,1,High,98073,78804,Redirect to Nearby Market
2025-01-22 23:00:00,C122,Banana,Lucknow,Delhi,35,83,982,9.9,53.1,272,Storm,12,6,Medium,28330,7375,Monitor Shipment
2025-01-23 00:00:00,C052,Mango,Bengaluru,Pune,40,74,1009,9.9,24.0,157,Clear,23,3,High,86727,57724,Redirect to Nearby Market
2025-01-23 01:00:00,C102,Orange,Kolkata,Chennai,36,84,1012,15.8,115.3,170,Rainy,8,8,Low,12138,3267,Continue Route
2025-01-23 02:00:00,C040,Apple,Hyderabad,Pune,22,36,999,14.0,77.5,271,Clear,23,3,High,95052,38413,Redirect to Nearby Market
2025-01-23 03:00:00,C152,Avocado,Bengaluru,Chennai,28,65,1006,8.8,18.8,335,Rainy,33,1,High,113996,78486,Redirect to Nearby Market
2025-01-23 04:00:00,C084,Orange,Bengaluru,Mumbai,29,48,1028,16.3,35.8,328,Cloudy,9,7,Low,6991,1987,Continue Route
2025-01-23 05:00:00,C094,Mango,Hyderabad,Hyderabad,32,84,994,3.4,15.3,241,Cloudy,23,3,High,72470,45938,Redirect to Nearby Market
2025-01-23 06:00:00,C013,Orange,Pune,Delhi,40,36,989,16.6,1.5,148,Fog,11,7,Low,12828,4506,Continue Route
2025-01-23 07:00:00,C072,Banana,Pune,Hyderabad,24,60,999,15.1,19.4,39,Storm,9,7,Low,12758,3263,Continue Route
2025-01-23 08:00:00,C169,Avocado,Mumbai,Pune,29,26,1019,6.9,2.9,50,Fog,9,7,Low,6717,2897,Continue Route
2025-01-23 09:00:00,C047,Orange,Hyderabad,Pune,33,45,985,17.9,31.8,97,Rainy,7,8,Low,11551,3420,Continue Route
2025-01-23 10:00:00,C025,Apple,Chennai,Hyderabad,24,55,1003,11.6,55.6,329,Cloudy,23,3,High,120461,43997,Redirect to Nearby Market
2025-01-23 11:00:00,C169,Avocado,Mumbai,Delhi,19,30,1019,18.6,110.8,143,Clear,8,8,Low,10986,4405,Continue Route
2025-01-23 12:00:00,C156,Banana,Delhi,Bengaluru,24,81,1008,23.2,62.0,110,Storm,20,4,Medium,40461,7115,Monitor Shipment
2025-01-23 13:00:00,C191,Apple,Delhi,Hyderabad,21,81,997,7.2,57.6,105,Rainy,24,2,High,112025,38053,Redirect to Nearby Market
2025-01-23 14:00:00,C154,Banana,Hyderabad,Delhi,18,81,999,19.9,91.6,137,Storm,26,2,High,111041,70446,Redirect to Nearby Market
2025-01-23 15:00:00,C124,Banana,Jaipur,Hyderabad,32,87,1016,6.8,1.8,261,Cloudy,9,7,Low,6441,3841,Continue Route
2025-01-23 16:00:00,C038,Apple,Kolkata,Bengaluru,32,84,1000,11.9,74.8,302,Rainy,18,4,Medium,49774,13805,Monitor Shipment
2025-01-23 17:00:00,C133,Orange,Ahmedabad,Chennai,27,32,1016,18.1,42.1,233,Storm,18,4,Medium,28038,13860,Monitor Shipment
2025-01-23 18:00:00,C280,Banana,Kolkata,Delhi,29,40,1009,18.6,32.4,281,Rainy,20,4,Medium,21915,19808,Monitor Shipment
2025-01-23 19:00:00,C226,Orange,Mumbai,Bengaluru,29,26,1007,22.1,75.5,167,Rainy,9,7,Low,10203,3152,Continue Route
2025-01-23 20:00:00,C138,Banana,Lucknow,Bengaluru,36,50,996,8.5,100.8,118,Cloudy,31,1,High,126285,56467,Redirect to Nearby Market
2025-01-23 21:00:00,C037,Avocado,Pune,Mumbai,26,58,1001,14.4,83.8,167,Cloudy,8,8,Low,11899,4615,Continue Route
2025-01-23 22:00:00,C270,Mango,Chennai,Delhi,24,33,981,17.7,85.3,93,Sunny,13,6,Medium,26010,17157,Monitor Shipment
2025-01-23 23:00:00,C022,Mango,Hyderabad,Delhi,22,89,980,13.2,85.7,273,Clear,28,1,High,136260,74242,Redirect to Nearby Market
2025-01-24 00:00:00,C277,Mango,Pune,Delhi,34,88,1029,2.6,88.0,283,Clear,30,1,High,57591,39416,Redirect to Nearby Market
2025-01-24 01:00:00,C118,Apple,Kolkata,Hyderabad,34,36,1008,3.1,48.7,322,Storm,12,6,Medium,44274,11786,Monitor Shipment
2025-01-24 02:00:00,C141,Avocado,Mumbai,Pune,21,44,999,1.7,117.9,174,Clear,19,4,Medium,48346,11520,Monitor Shipment
2025-01-24 03:00:00,C178,Apple,Ahmedabad,Pune,23,27,1018,7.2,7.7,66,Sunny,14,6,Medium,45859,14038,Monitor Shipment
2025-01-24 04:00:00,C296,Mango,Pune,Bengaluru,37,51,984,22.6,108.7,350,Cloudy,13,6,Medium,34112,15077,Monitor Shipment
2025-01-24 05:00:00,C011,Mango,Mumbai,Bengaluru,37,29,1004,19.1,6.8,208,Clear,5,9,Low,10706,2964,Continue Route
2025-01-24 06:00:00,C118,Avocado,Kolkata,Chennai,36,47,1019,21.6,39.4,33,Fog,18,4,Medium,15962,17051,Monitor Shipment
2025-01-24 07:00:00,C251,Apple,Bengaluru,Chennai,35,45,1028,22.7,33.8,276,Clear,9,7,Low,14569,3903,Continue Route
2025-01-24 08:00:00,C065,Mango,Pune,Hyderabad,37,79,1013,10.9,70.7,311,Fog,19,4,Medium,26072,11006,Monitor Shipment
2025-01-24 09:00:00,C221,Apple,Jaipur,Chennai,27,79,985,18.2,79.1,36,Fog,20,4,Medium,42842,16037,Monitor Shipment
2025-01-24 10:00:00,C174,Apple,Lucknow,Bengaluru,29,51,991,7.1,96.7,155,Storm,20,4,Medium,47883,8554,Monitor Shipment
2025-01-24 11:00:00,C012,Orange,Ahmedabad,Chennai,42,90,1023,6.9,80.2,314,Fog,34,1,High,140268,30394,Redirect to Nearby Market
2025-01-24 12:00:00,C241,Banana,Jaipur,Mumbai,36,76,987,18.5,86.2,115,Clear,14,6,Medium,45386,15419,Monitor Shipment
2025-01-24 13:00:00,C162,Banana,Kolkata,Pune,19,75,1029,23.0,27.7,240,Storm,25,2,High,144225,58490,Redirect to Nearby Market
2025-01-24 14:00:00,C076,Banana,Ahmedabad,Delhi,29,37,987,3.0,1.0,287,Cloudy,22,3,High,74958,66639,Redirect to Nearby Market
2025-01-24 15:00:00,C232,Avocado,Delhi,Chennai,36,50,1030,8.7,46.4,187,Rainy,34,1,High,63318,30809,Redirect to Nearby Market
2025-01-24 16:00:00,C203,Apple,Jaipur,Bengaluru,35,81,1027,3.3,83.2,159,Clear,9,7,Low,6534,2786,Continue Route
2025-01-24 17:00:00,C068,Mango,Kolkata,Mumbai,25,95,990,4.0,112.1,190,Cloudy,5,9,Low,13196,3290,Continue Route
2025-01-24 18:00:00,C188,Orange,Pune,Chennai,31,88,988,4.7,100.5,266,Rainy,34,1,High,67576,50785,Redirect to Nearby Market
2025-01-24 19:00:00,C031,Avocado,Chennai,Delhi,28,52,1014,17.3,30.4,281,Rainy,29,1,High,62123,77652,Redirect to Nearby Market
2025-01-24 20:00:00,C224,Mango,Delhi,Bengaluru,40,62,1020,8.0,96.4,192,Cloudy,31,1,High,116797,23632,Redirect to Nearby Market
2025-01-24 21:00:00,C285,Avocado,Jaipur,Pune,30,40,1013,4.1,29.3,239,Storm,11,7,Low,13274,3197,Continue Route
2025-01-24 22:00:00,C260,Orange,Hyderabad,Bengaluru,37,64,994,23.1,5.8,316,Fog,33,1,High,112434,28083,Redirect to Nearby Market
2025-01-24 23:00:00,C228,Banana,Lucknow,Mumbai,35,67,1023,7.0,65.2,114,Rainy,11,7,Low,12533,3284,Continue Route
2025-01-25 00:00:00,C244,Banana,Chennai,Chennai,22,70,1001,18.0,110.7,294,Clear,32,1,High,66529,32426,Redirect to Nearby Market
2025-01-25 01:00:00,C241,Mango,Lucknow,Bengaluru,30,77,983,3.3,28.9,166,Rainy,34,1,High,120585,32038,Redirect to Nearby Market
2025-01-25 02:00:00,C264,Apple,Delhi,Bengaluru,20,28,995,1.6,73.6,265,Fog,28,1,High,91581,37037,Redirect to Nearby Market
2025-01-25 03:00:00,C032,Banana,Delhi,Mumbai,31,92,1024,13.8,111.3,333,Clear,34,1,High,69693,45766,Redirect to Nearby Market
2025-01-25 04:00:00,C101,Apple,Mumbai,Hyderabad,37,56,994,15.5,94.4,51,Storm,11,7,Low,8964,1700,Continue Route
2025-01-25 05:00:00,C031,Orange,Mumbai,Bengaluru,29,30,985,5.4,25.7,229,Fog,11,7,Low,14239,4817,Continue Route
2025-01-25 06:00:00,C181,Avocado,Hyderabad,Mumbai,21,50,1034,10.9,3.9,178,Rainy,8,8,Low,10429,4190,Continue Route
2025-01-25 07:00:00,C265,Avocado,Jaipur,Mumbai,23,42,1022,8.2,114.9,199,Cloudy,13,6,Medium,39017,8175,Monitor Shipment
2025-01-25 08:00:00,C188,Orange,Lucknow,Bengaluru,20,80,1025,9.2,13.4,302,Cloudy,19,4,Medium,20176,9495,Monitor Shipment
2025-01-25 09:00:00,C020,Orange,Lucknow,Pune,29,46,1020,13.9,30.3,32,Cloudy,33,1,High,68454,39862,Redirect to Nearby Market
2025-01-25 10:00:00,C167,Avocado,Kolkata,Mumbai,33,93,1001,13.7,6.1,218,Sunny,19,4,Medium,41552,15198,Monitor Shipment
2025-01-25 11:00:00,C056,Apple,Bengaluru,Pune,42,83,1031,9.6,76.1,138,Sunny,34,1,High,139917,56237,Redirect to Nearby Market
2025-01-25 12:00:00,C172,Mango,Kolkata,Delhi,42,49,988,8.6,19.0,223,Fog,28,1,High,70601,55311,Redirect to Nearby Market
2025-01-25 13:00:00,C132,Orange,Lucknow,Hyderabad,31,60,1028,19.9,36.7,157,Rainy,15,5,Medium,41781,12083,Monitor Shipment
2025-01-25 14:00:00,C214,Banana,Jaipur,Pune,28,69,992,7.8,11.4,345,Storm,19,4,Medium,37009,10645,Monitor Shipment
2025-01-25 15:00:00,C241,Mango,Delhi,Hyderabad,33,29,985,7.9,14.0,243,Fog,24,2,High,80668,69372,Redirect to Nearby Market
2025-01-25 16:00:00,C029,Orange,Chennai,Pune,20,25,1031,12.3,94.6,316,Fog,12,6,Medium,22163,6505,Monitor Shipment
2025-01-25 17:00:00,C114,Banana,Pune,Hyderabad,37,55,996,14.6,43.2,325,Fog,6,8,Low,5397,1853,Continue Route
2025-01-25 18:00:00,C042,Avocado,Chennai,Delhi,40,47,991,22.1,17.5,106,Fog,5,9,Low,9427,2698,Continue Route
2025-01-25 19:00:00,C140,Avocado,Lucknow,Pune,39,40,987,11.9,104.9,75,Fog,28,1,High,94463,48938,Redirect to Nearby Market
2025-01-25 20:00:00,C003,Orange,Pune,Pune,24,88,1032,10.5,110.6,213,Sunny,6,8,Low,8714,2425,Continue Route
2025-01-25 21:00:00,C272,Apple,Pune,Pune,34,53,998,24.1,58.8,236,Cloudy,5,9,Low,10480,2663,Continue Route
2025-01-25 22:00:00,C231,Avocado,Kolkata,Bengaluru,40,60,1022,2.7,22.8,179,Clear,8,8,Low,8378,4509,Continue Route
2025-01-25 23:00:00,C016,Banana,Lucknow,Pune,22,54,1031,4.2,87.9,327,Sunny,21,3,High,139957,55779,Redirect to Nearby Market
2025-01-26 00:00:00,C181,Avocado,Delhi,Hyderabad,27,91,998,6.3,50.6,267,Rainy,7,8,Low,12968,3267,Continue Route
2025-01-26 01:00:00,C227,Avocado,Mumbai,Mumbai,27,26,994,16.6,94.1,33,Storm,20,4,Medium,15054,8391,Monitor Shipment
2025-01-26 02:00:00,C155,Avocado,Bengaluru,Mumbai,20,87,1027,15.0,38.7,254,Clear,16,5,Medium,17414,8959,Monitor Shipment
2025-01-26 03:00:00,C038,Apple,Jaipur,Hyderabad,34,68,997,14.6,68.5,335,Rainy,26,2,High,122178,23562,Redirect to Nearby Market
2025-01-26 04:00:00,C073,Mango,Lucknow,Hyderabad,33,54,1028,3.9,21.4,57,Clear,7,8,Low,7942,1101,Continue Route
2025-01-26 05:00:00,C112,Apple,Delhi,Delhi,33,55,1011,17.0,4.6,111,Sunny,9,7,Low,12277,4548,Continue Route
2025-01-26 06:00:00,C042,Avocado,Pune,Hyderabad,23,71,981,2.3,55.3,235,Sunny,10,7,Low,9283,1090,Continue Route
2025-01-26 07:00:00,C005,Mango,Lucknow,Mumbai,34,52,1004,19.8,51.4,311,Cloudy,8,8,Low,5875,3944,Continue Route
2025-01-26 08:00:00,C184,Avocado,Bengaluru,Chennai,21,84,1012,8.8,18.1,109,Rainy,6,8,Low,12379,1151,Continue Route
2025-01-26 09:00:00,C062,Avocado,Bengaluru,Pune,42,32,1031,15.8,80.7,126,Clear,16,5,Medium,35234,12378,Monitor Shipment
2025-01-26 10:00:00,C218,Avocado,Jaipur,Hyderabad,26,45,1034,12.2,86.1,323,Clear,7,8,Low,6725,4769,Continue Route
2025-01-26 11:00:00,C066,Apple,Ahmedabad,Delhi,34,67,1032,5.0,92.9,282,Sunny,30,1,High,62567,72829,Redirect to Nearby Market
2025-01-26 12:00:00,C009,Mango,Chennai,Delhi,39,87,997,19.6,77.8,121,Clear,14,6,Medium,30112,16841,Monitor Shipment
2025-01-26 13:00:00,C248,Mango,Ahmedabad,Bengaluru,38,69,1005,12.4,115.0,338,Clear,34,1,High,128996,54988,Redirect to Nearby Market
2025-01-26 14:00:00,C077,Apple,Lucknow,Chennai,33,83,996,24.9,113.2,282,Fog,5,9,Low,5043,4329,Continue Route
2025-01-26 15:00:00,C005,Mango,Pune,Chennai,28,67,988,18.9,99.3,254,Fog,30,1,High,100197,65381,Redirect to Nearby Market
2025-01-26 16:00:00,C247,Mango,Lucknow,Chennai,26,89,986,16.8,106.1,345,Sunny,19,4,Medium,47581,19874,Monitor Shipment
2025-01-26 17:00:00,C031,Mango,Jaipur,Hyderabad,31,87,1002,19.3,27.5,313,Rainy,10,7,Low,6486,1136,Continue Route
2025-01-26 18:00:00,C011,Banana,Mumbai,Bengaluru,20,57,1032,9.9,93.6,37,Fog,10,7,Low,7261,4415,Continue Route
2025-01-26 19:00:00,C069,Banana,Kolkata,Pune,27,88,981,9.7,81.7,94,Sunny,26,2,High,68990,30733,Redirect to Nearby Market
2025-01-26 20:00:00,C217,Apple,Pune,Chennai,40,51,991,19.4,6.7,52,Storm,20,4,Medium,40308,17490,Monitor Shipment
2025-01-26 21:00:00,C208,Avocado,Mumbai,Chennai,29,86,1035,23.5,36.5,58,Rainy,5,9,Low,11046,2837,Continue Route
2025-01-26 22:00:00,C275,Avocado,Jaipur,Delhi,30,82,991,15.3,93.8,322,Clear,7,8,Low,10803,1354,Continue Route
2025-01-26 23:00:00,C097,Avocado,Delhi,Pune,21,71,1015,11.7,118.8,327,Rainy,7,8,Low,13923,4602,Continue Route
2025-01-27 00:00:00,C256,Banana,Mumbai,Bengaluru,38,85,1006,12.5,3.7,300,Rainy,30,1,High,119975,65349,Redirect to Nearby Market
2025-01-27 01:00:00,C059,Banana,Chennai,Delhi,22,78,997,23.5,84.2,128,Storm,17,5,Medium,25721,17981,Monitor Shipment
2025-01-27 02:00:00,C225,Avocado,Kolkata,Chennai,32,36,1002,6.0,94.0,271,Sunny,26,2,High,53875,71035,Redirect to Nearby Market
2025-01-27 03:00:00,C099,Mango,Ahmedabad,Bengaluru,38,57,1025,10.9,97.1,130,Cloudy,13,6,Medium,26355,17595,Monitor Shipment
2025-01-27 04:00:00,C168,Apple,Pune,Hyderabad,39,55,997,22.2,22.4,236,Rainy,30,1,High,145160,24872,Redirect to Nearby Market
2025-01-27 05:00:00,C064,Avocado,Jaipur,Mumbai,21,83,1025,5.2,97.1,203,Clear,8,8,Low,13089,3334,Continue Route
2025-01-27 06:00:00,C254,Apple,Mumbai,Bengaluru,22,61,997,17.1,95.4,216,Sunny,29,1,High,101097,22878,Redirect to Nearby Market
2025-01-27 07:00:00,C049,Banana,Delhi,Pune,42,39,1016,2.5,83.8,349,Sunny,5,9,Low,6102,1850,Continue Route
2025-01-27 08:00:00,C078,Apple,Jaipur,Bengaluru,29,42,1022,22.1,66.9,83,Rainy,18,4,Medium,20295,16120,Monitor Shipment
2025-01-27 09:00:00,C049,Mango,Delhi,Bengaluru,30,60,1018,15.2,44.5,241,Storm,29,1,High,54961,23362,Redirect to Nearby Market
2025-01-27 10:00:00,C253,Mango,Mumbai,Mumbai,28,64,1019,23.4,30.3,190,Storm,18,4,Medium,49606,16016,Monitor Shipment
2025-01-27 11:00:00,C119,Mango,Lucknow,Delhi,35,56,987,14.1,2.9,336,Fog,34,1,High,113684,58540,Redirect to Nearby Market
2025-01-27 12:00:00,C243,Avocado,Hyderabad,Mumbai,25,94,1028,24.2,107.3,166,Storm,26,2,High,147231,77902,Redirect to Nearby Market
2025-01-27 13:00:00,C254,Orange,Delhi,Pune,33,32,985,10.8,103.5,348,Fog,22,3,High,129065,23526,Redirect to Nearby Market
2025-01-27 14:00:00,C026,Orange,Jaipur,Hyderabad,38,35,1021,20.2,6.9,255,Fog,23,3,High,131836,39552,Redirect to Nearby Market
2025-01-27 15:00:00,C049,Mango,Lucknow,Hyderabad,24,55,987,10.4,114.6,58,Clear,13,6,Medium,23890,12601,Monitor Shipment
2025-01-27 16:00:00,C184,Banana,Jaipur,Hyderabad,41,65,1022,14.6,83.5,38,Storm,20,4,Medium,17719,19263,Monitor Shipment
2025-01-27 17:00:00,C252,Banana,Hyderabad,Bengaluru,41,81,1025,17.1,92.9,148,Clear,17,5,Medium,29333,13279,Monitor Shipment
2025-01-27 18:00:00,C073,Avocado,Mumbai,Bengaluru,30,39,1022,15.2,31.1,154,Rainy,27,1,High,149262,37238,Redirect to Nearby Market
2025-01-27 19:00:00,C268,Banana,Hyderabad,Chennai,20,77,1005,22.1,75.8,159,Storm,34,1,High,100114,69369,Redirect to Nearby Market
2025-01-27 20:00:00,C044,Orange,Mumbai,Bengaluru,29,36,984,6.8,115.3,199,Sunny,21,3,High,94171,40441,Redirect to Nearby Market
2025-01-27 21:00:00,C070,Orange,Pune,Bengaluru,30,68,994,0.6,22.4,340,Fog,7,8,Low,11298,3097,Continue Route
2025-01-27 22:00:00,C086,Orange,Mumbai,Chennai,25,78,990,3.3,0.7,96,Clear,28,1,High,131137,40406,Redirect to Nearby Market
2025-01-27 23:00:00,C095,Banana,Mumbai,Delhi,39,60,1029,9.7,116.1,115,Fog,34,1,High,64691,51582,Redirect to Nearby Market
2025-01-28 00:00:00,C293,Orange,Mumbai,Hyderabad,31,54,988,13.5,51.5,138,Clear,25,2,High,129809,61589,Redirect to Nearby Market
2025-01-28 01:00:00,C222,Mango,Kolkata,Chennai,39,45,1016,8.4,105.7,225,Fog,28,1,High,94736,26360,Redirect to Nearby Market
2025-01-28 02:00:00,C152,Apple,Hyderabad,Mumbai,26,25,1003,19.4,94.8,36,Sunny,9,7,Low,7673,4045,Continue Route
2025-01-28 03:00:00,C013,Banana,Pune,Mumbai,32,90,991,19.0,119.3,145,Clear,9,7,Low,5632,1656,Continue Route
2025-01-28 04:00:00,C213,Banana,Mumbai,Delhi,29,38,1013,1.1,110.9,295,Fog,15,5,Medium,21884,14123,Monitor Shipment
2025-01-28 05:00:00,C226,Apple,Lucknow,Bengaluru,23,53,1000,11.1,79.4,337,Rainy,10,7,Low,7675,4027,Continue Route
2025-01-28 06:00:00,C182,Banana,Pune,Mumbai,36,79,1003,23.0,27.7,87,Clear,19,4,Medium,29690,9633,Monitor Shipment
2025-01-28 07:00:00,C086,Apple,Kolkata,Pune,25,40,1019,10.3,58.6,171,Fog,13,6,Medium,37608,9150,Monitor Shipment
2025-01-28 08:00:00,C140,Apple,Chennai,Bengaluru,33,80,983,1.3,118.5,171,Storm,14,6,Medium,37741,12399,Monitor Shipment
2025-01-28 09:00:00,C176,Mango,Lucknow,Chennai,27,55,997,0.7,61.5,92,Storm,10,7,Low,7420,4664,Continue Route
2025-01-28 10:00:00,C050,Banana,Ahmedabad,Pune,28,27,1025,1.9,114.1,306,Cloudy,22,3,High,61329,35520,Redirect to Nearby Market
